Mass,Intensity,ControlMax__ab1_1_peaks,ControlMax__mc_1_peaks,ControlMax__pc1_1_peaks,Average_Control_Intensity
88.824049,40.468564,0.0,0.0,0.0,0.0
88.842015,40.637116,0.0,0.0,0.0,0.0
88.870214,37.503345,0.0,0.0,0.0,0.0
88.874287,40.649763,0.0,0.0,0.0,0.0
88.893261,46.020511,0.0,0.0,0.0,0.0
88.928941,33.750031,0.0,0.0,0.0,0.0
88.93083,39.296077,0.0,0.0,0.0,0.0
88.938088,38.860282,0.0,0.0,0.0,0.0
88.95579,43.79301,0.0,0.0,0.0,0.0
88.995887,33.598437,0.0,0.0,0.0,0.0
88.996583,39.187676,0.0,0.0,0.0,0.0
89.010619,39.715602,0.0,0.0,0.0,0.0
89.01948,38.766841,0.0,0.0,0.0,0.0
89.025554,270.760583,0.0,0.0,0.0,0.0
89.026351,21.848417,0.0,0.0,0.0,0.0
89.033521,53.593259,0.0,0.0,0.0,0.0
89.035314,79.262942,0.0,0.0,0.0,0.0
89.042485,51.836741,0.0,0.0,0.0,0.0
89.093905,40.012873,0.0,0.0,0.0,0.0
89.211461,40.195887,0.0,0.0,0.0,0.0
89.264227,34.481707,0.0,0.0,0.0,0.0
89.288427,36.98992,0.0,0.0,0.0,0.0
89.315138,39.586683,0.0,0.0,0.0,0.0
89.34847,39.37545,0.0,0.0,0.0,0.0
89.350172,37.389417,0.0,0.0,0.0,0.0
89.364992,37.347645,0.0,0.0,0.0,0.0
89.407871,46.365271,0.0,0.0,0.0,0.0
89.43223,41.812121,0.0,0.0,0.0,0.0
89.447873,43.115137,0.0,0.0,0.0,0.0
89.45018,34.732615,0.0,0.0,0.0,0.0
